theaterCode,hallCode,theaterCode,hallName,hallImage,isSeatplan,searchNum
FC000610,01,광주학생교육문화회관,공연장,,false,0
FC000611,01,소극장 마당 [대전],,,false,0
FC000612,01,포천반월아트홀,대극장,,false,0
FC000612,02,포천반월아트홀,소극장,,false,0
FC000613,01,유앤아이센터,화성아트홀,,false,0
FC000616,02,대전서구문화원,공연장 (아트홀),,false,0
FC000617,01,갤러리아 [타임월드],공연장,,false,0
FC000621,01,소극장 커튼콜,,,false,0
FC000623,01,소극장 고도,,,false,0
FC000627,01,현대백화점 문화홀 [울산],,,false,0
FC000629,01,CK 아트홀,,,false,0
FC000642,01,동두천시민회관,,,false,0
FC000643,01,오정아트홀,,,false,0
FC000649,01,장안구민회관 한누리아트홀,,,false,0
FC000653,01,KPU 아트센터,,,false,0
FC000662,01,세종국악당,,,false,0
FC000664,01,용인문화예술원,마루홀,,false,0
FC000666,01,문산행복센터,대공연장,,false,0
FC000666,02,문산행복센터,소공연장,,false,0
FC000667,01,파주시민회관,대공연장,,false,0
FC000667,02,파주시민회관,소공연장,,false,0
FC000667,03,파주시민회관,야외공연장,,false,0
FC000676,01,원주백운아트홀,,,false,0
FC000678,01,축제극장 몸짓,,,false,0
FC000680,01,춘천인형극장,대극장,,false,0
FC000680,02,춘천인형극장,야외무대,,false,0
FC000680,03,춘천인형극장,코코극장,,false,0
FC000680,04,춘천인형극장,바우극장,,false,0
FC000680,05,춘천인형극장,하늘극장,,false,0
FC000688,01,아산시청 시민홀,,,false,0
FC000692,01,충남학생교육문화원,대공연장,,false,0
FC000692,02,충남학생교육문화원,소공연장,,false,0
FC000711,01,김해 장유문화센터,공연장,,false,0
FC000714,01,현장아트홀,,,false,0
FC000719,01,함안문화원,대공연장,,false,0
FC000719,02,함안문화원,다목적홀,,false,0
FC000724,01,한라아트홀,대극장,,false,0
FC000724,02,한라아트홀,다목적홀,,false,0
FC000724,03,한라아트홀,소극장,,false,0
FC000730,01,국립부산국악원,연악당,,false,0
FC000730,02,국립부산국악원,예지당,,false,0
FC000736,01,올래홀,,,false,0
FC000738,01,부암아트홀,,,false,0
FC000741,01,윈씨어터,,,false,0
FC000742,01,고흥문화회관,김연수실,,false,0
FC000742,02,고흥문화회관,송순섭실,,false,0
FC000743,01,광양시문화예술회관,대공연장,,false,0
FC000743,02,광양시문화예술회관,소공연장,,false,0
FC000744,01,학전,블루소극장,,false,0
FC000746,01,동해문화예술회관,대극장,,false,0
FC000746,02,동해문화예술회관,소극장,,false,0
FC000746,03,동해문화예술회관,야외공연장,,false,0
FC000749,01,파랑씨어터,,,false,0
FC000751,01,영월군문화예술회관,,,false,0
FC000752,01,드림아트홀,,,false,0
FC000757,01,난계국악당,,,false,0
FC000760,01,옥천문화예술회관,,,false,0
FC000761,01,음성문화예술회관,대공연장,,false,0
FC000762,01,제천시문화회관,대강당,,false,0
FC000763,01,상명아트홀,1관,,false,0
FC000763,02,상명아트홀,2관,,false,0
FC000769,01,대학로 마로니에소극장,,,false,0
FC000773,01,예술극장 나무와물,,,false,0
FC000774,01,대학로단막극장,,,false,0
FC000780,01,광주북구청소년수련관,상상마루,,false,0
